flow_duration,total_fwd_packets,total_bwd_packets,fwd_packet_length_max,fwd_packet_length_min,fwd_packet_length_mean,bwd_packet_length_max,bwd_packet_length_min,bwd_packet_length_mean,flow_bytes_per_sec,flow_packets_per_sec,flow_iat_mean,flow_iat_std,flow_iat_max,flow_iat_min,fwd_iat_total,fwd_iat_mean,fwd_iat_std,bwd_iat_total,bwd_iat_mean,bwd_iat_std,fwd_psh_flags,bwd_psh_flags,fwd_urg_flags,bwd_urg_flags,fwd_header_length,bwd_header_length,packet_length_mean,packet_length_std,packet_length_variance,label,attack_type
26.462863664810893,72.89087700439455,40.939726815219316,44.52014271621755,16.987457094180623,28.811335959392466,27.78276293402193,60.607255622487315,53.12133999680273,61.537773243680604,37.05988786190367,47.41720018956517,54.50518511585613,37.45028840092793,33.11433556590251,29.40711426384158,32.89674548578882,35.76051563041847,38.11664484203767,35.634114290037864,55.19088609662066,16.529367121917772,32.103382003506155,41.16371776552705,32.32849051482111,48.14988800774257,34.59859772840393,39.110644180462074,34.030580368604895,26.278030805209905,0,BENIGN
40.89010243283343,48.70331285826191,42.783381664573625,48.53657701227706,31.0463774799808,25.033706949187895,28.494782652748853,59.620325643666604,40.078010914634355,55.98756164295085,25.40073625857873,54.91427366684857,55.69818101520815,25.743593365109277,29.49172300975367,35.795516667515926,25.553228169163503,42.34279118981971,31.121748831986714,25.71606625506389,44.26932760205224,11.049016137855569,19.43480960434434,36.77728924479761,36.04146553158247,58.41616886018739,30.70153592336357,38.385061600948745,45.52515275262907,19.81207827873635,0,BENIGN
35.7564748102619,58.759798272615875,48.58994537841501,49.64921932374049,19.729000582363387,31.328219989100862,34.32242579687964,52.55197085185932,47.65792381900121,44.315520627178564,22.791130121267496,55.895615926760996,46.30970789435281,26.84577781999838,19.963803221154294,14.797548731553519,29.157243220353035,39.35495921490053,44.100595796387864,31.221181987481323,51.652435256487294,38.31152952947221,49.79823303351249,33.2826506175152,57.748072527900085,60.54555033524571,29.430993618181393,33.38874263830673,37.083833048441335,14.641234444291545,0,BENIGN
32.96921101436674,56.910792272765256,55.06240367443669,50.51706646037589,12.527014677017211,39.862032403106376,21.042556426284204,65.64335593158631,36.01895620783136,48.207211649981055,21.329755399238753,65.57244411203074,53.82067735684931,37.173854049962166,28.28655158470787,31.458906222686096,28.134850850186393,37.23856933410398,45.24870998536471,45.114010570469866,52.664744880416535,23.29777222053453,30.27176643445685,34.38057221324843,45.15020778042206,45.474782595902326,31.735729966856063,34.74816535208463,40.51998858442759,22.89842876843661,0,BENIGN
67.68589658354215,107.38180739191559,82.62225554543932,64.9060363248438,40.81545628090575,52.02554425574144,36.68791246319141,72.14735550257501,53.26784490814179,69.58792923536798,37.872465242275496,98.1005933960349,58.97609632807762,52.33954614361179,49.9417686870642,53.65153809438539,64.84120465212368,50.497369116511244,45.18372961037912,56.193107818260536,84.44063533119777,46.96751846766362,46.94140300632016,61.95023187811527,70.2640403245415,56.482945802882455,58.28882953184047,60.00537737900728,73.93513091836118,52.273419955398296,0,BENIGN
39.207051559954834,46.54072371287285,58.28499666630626,55.188843744953815,6.698344278380368,35.6101663372544,18.631439752274773,49.35416930447337,48.47712659033275,50.69143088917564,27.82023282393816,65.79058566442836,54.05632874919382,32.693426982326194,31.830902334249966,22.867728481535654,28.90926538316343,34.01359489439891,37.05669594733947,41.12798469738434,42.694375308943506,24.606121456772165,26.294470942046434,30.49351493246907,38.88523260535559,41.33394863515313,30.65740053174913,34.938145662715016,43.43661656623494,8.419726278203687,0,BENIGN
24.350648020046364,58.761039861954806,50.81494901991588,55.94307178664622,17.442144871308468,15.679292327321432,25.560414353677942,62.572742557495125,36.43735865296543,56.0120404814176,13.429128146684949,51.520551239693276,64.02796612504261,31.52640193391338,23.173418577351388,27.14093169721938,32.900928731333295,48.5200523233225,41.40614494436396,38.64684454921231,44.12748398013123,23.83733257955072,20.599666081700068,24.882963322070992,41.426515694418136,54.17584937753712,28.480135035393474,47.77182084000904,39.591443126447196,27.857122444527384,0,BENIGN
26.61429615450724,52.77326052260351,41.68483427802404,35.84383389395638,30.094975836508397,23.021470638669328,21.121294402221757,63.315295743107015,35.41142884109348,40.54243158791361,29.63002834979894,64.76030952411153,44.48966514374673,24.976485414122465,23.598144423801667,6.371699150631894,41.05814215272872,30.566265036160175,38.65823622325685,25.588544375886418,46.92937360160925,28.531344295923436,34.02922328346743,42.158159526663454,31.474523600628448,39.323364083829205,20.293769670179962,43.01902219629054,38.66921576482565,29.091649524079507,0,BENIGN
103.52869964921436,131.25957001851276,72.3822163517875,122.31977841479022,28.53303895572203,86.56624496452994,64.9894720173287,111.34869215306168,88.0370081665753,68.84240033669808,75.10938501681332,88.13550766909302,115.47598485383186,67.17118034069203,87.2500812831886,83.17067641890584,67.85106364484528,77.6242244216073,108.2242865380823,49.64472607058443,86.76830970046646,79.14645210998927,104.99926991099558,88.4882071589976,77.79354203170591,118.26062759946694,60.11661325575026,118.55263643777859,95.72438964122024,58.64647567180184,1,PortScan
37.60565639150677,44.07206398859212,56.104987023446,32.739399585438086,29.390740005219325,36.33451475267605,19.711156056571664,60.016146630288986,44.539675722093456,63.796172972189105,10.555827687243033,67.961496042834,41.103997524113694,39.08073219388255,39.75426308275602,32.9033533832919,10.819041409392401,31.341665044356162,39.96884653797641,35.14413551848474,47.13776808672904,27.105927345688492,28.0779287591492,28.263283506010968,45.753635996270575,55.331008704040556,20.687191735984406,45.87304218351018,37.734340632426246,8.22061609371594,0,BENIGN
38.08047724050818,56.456332984154635,51.47690662705335,39.76800331723318,47.75156052660697,28.195062421601207,8.635206065897068,45.54645701141048,35.8188070185433,50.25791961598979,24.758029585924614,51.27702840438548,61.839391638018895,33.805307251762144,23.038835894033145,39.458822934851845,18.58094629325571,45.63541833943131,33.32240792446628,33.958313110398805,44.612884075092346,12.628025999249598,39.66635186234663,53.519979529576915,35.67635442280821,44.82354164242909,10.691372125732283,49.219464991206415,31.535000455631067,20.376162878023294,0,BENIGN
38.94021792183286,57.743741033508854,47.504222933938884,32.10230246926785,41.48972077736498,8.599980312031061,24.076084399312116,57.226478742124684,42.85304316540921,51.12136463246444,30.78109030756002,63.75652167661891,43.006509640466305,38.87624304044736,47.961142803272494,15.756146478416639,31.637722145768084,40.63287554125321,51.91945746148257,41.756066888633754,43.93452351428967,39.89636468891449,37.44446903714649,38.42977992311514,28.342996566925393,51.12512767472497,30.665186971847522,37.3211147414047,33.87347869803051,12.500671189450149,0,BENIGN
55.38836391543748,77.74530032152447,44.149070978725526,53.810913097922366,35.991648536144226,38.041833945717784,39.44048115610487,45.11339020190914,41.44593001097903,57.247802498170934,32.64548162993869,69.53880224552825,52.66542705800977,40.460719930181064,43.84613461526651,44.22856006081377,38.48223723339149,48.29662235882117,55.02202724209764,64.86715537783618,53.740192568032,39.85260281455383,38.47555702955932,46.41888679729937,42.63312894843481,56.88045165226058,41.46326091983782,60.53817865559877,59.3690621653086,35.59237185182304,1,DDoS
67.19572058788131,83.32413433107702,67.89089347264068,41.67198021854698,41.95687518816075,51.911704467002835,26.62927622840518,64.25812807394577,73.2974068240402,56.22701442447096,43.413952187162806,74.54469473842927,59.09619407029911,34.73122796522218,29.594878025494264,44.56229235625836,50.88520804354543,46.281665786629596,46.44688090887136,33.30055335854346,67.53512815878857,36.57886575777509,29.879662665159284,33.10954335935667,54.58896383195189,73.94586696690432,36.69247675658198,46.96798124605065,70.1392357125797,31.28837287363732,1,DDoS
28.07179206455605,65.38848321780472,57.289188260550404,51.22005854420052,19.077010711887908,29.146179290444724,20.066584724809978,52.78866824206997,52.770486933396946,43.78329015267703,30.594820446780176,52.25872174410719,48.044040821024076,30.93593200351852,32.29579719295381,41.63866427304374,40.62057062042597,41.50255610430938,23.535063230941155,40.25745309271184,40.23288593013329,29.023073804575503,13.153654381072991,29.629065439325352,34.36983407167764,45.96918703972904,28.01310178675012,40.97749475028549,38.23149891256741,18.26704364095012,0,BENIGN
45.391381776527254,48.89923911778655,49.81792055762956,46.24605765785904,36.41309093111292,35.467320063791625,23.52091989760649,53.722206644532825,28.85912104889352,62.219823615449904,21.49184427962613,61.68791705730638,53.06239142220191,25.729561164823895,31.149335608682527,23.744934337134552,39.51702541387176,40.75626354655564,51.50181330206427,21.38402442245367,29.537307465733505,37.41391577914507,31.313170536459836,46.73826191163047,49.59655098470852,47.749129613002495,21.13840642442909,40.34118721708538,37.25211904464887,29.98881224041461,0,BENIGN
87.80565567392564,108.50341586433616,94.70908344064341,68.66680535961123,87.8766177285686,68.31401158119796,68.47949635233473,112.40887235673398,91.57646306863836,72.01790669546567,44.481467818039945,87.1458767621624,100.41177236350184,57.68195753376788,52.97249937528362,50.47276993579867,70.70410315715253,86.6223053756033,74.86249066407309,57.44371045330332,67.71177064574441,55.255000384540814,50.11461541880151,68.21533150273868,81.7423017893188,105.98300973460633,65.93640512701646,79.1460526426102,110.7896164541297,76.39838903224222,1,Infiltration
59.322354704063606,85.87902259361485,53.920261865356316,69.95842283119828,41.928559031454384,52.279401074666026,37.156897868451786,91.45537919060017,44.99452447954867,54.4834131924396,58.9388480817218,65.85546082262267,87.95782840153693,59.39622599274523,58.74786216089036,61.38556208537299,57.29433785911077,55.98045168275705,67.6936025280776,43.016478887429656,84.83745761377956,50.54659813583505,57.150408464097005,38.32949147375644,66.37296158373226,75.07281065195275,44.07052840603699,79.28515225645235,53.50503702120451,42.14022371482563,1,Botnet
27.983679781975233,58.66726845762532,54.49981359804901,56.22834966647152,11.632306928081572,24.231397177050358,29.957361959583164,54.744933921535335,51.29852440710498,51.377079043722546,11.917667934206422,47.69532640014711,57.241757053775636,27.186044231073385,13.240942134722086,35.14973174580838,36.267604905606,48.593498290256214,28.836656196299913,23.942477769305476,45.15492885929809,23.565678376634274,24.04950830850023,48.02261286728368,40.33505259951848,57.76615152437345,37.84739842542659,37.65221996980191,40.81095147044112,21.743127842422844,0,BENIGN
40.537165373042775,60.072690675088516,48.574250087344474,55.75802155044031,25.43424486405579,40.59475277464596,26.237837709473375,54.409689887380075,44.23656692545567,43.53176493099142,18.926595616694083,48.754939130576986,55.345428509967675,18.625475641096983,18.029166035135358,24.06276867447403,33.72091698089529,32.86404615910813,36.59197705326505,32.109619934267194,54.471171951259294,17.18797927666729,46.1373901580146,24.234496516376318,33.3403433766251,54.30053906547934,31.340432590679363,41.68322121846463,47.10039998263457,18.871090831733696,0,BENIGN
34.801749244795126,53.17453306632735,45.22992024890676,46.06619551481204,17.842808999053464,13.628865174813392,17.009649699986028,47.27016187182645,53.88008882561576,40.873872335173374,22.957009207376064,59.745741672272416,41.24179248516191,21.40144964102405,37.022653387436556,17.58216670188866,32.11552870702936,32.5208047393221,33.46212121125384,35.450229699421286,32.312140580789546,36.63899315621042,36.82436059852685,28.205131556554985,26.375326396843878,44.97522327171215,18.595414233934957,44.8263152970656,44.93792395644995,22.601514353567556,0,BENIGN
41.59188583129002,55.86372450122588,47.41718590668252,38.81624198114791,25.67878298965659,11.551723449017787,17.995430594319824,41.381801430496026,49.07091813092615,47.21545977217138,25.156772178671822,62.65803213525349,50.030756604489284,30.183316865589436,32.91791944444863,33.098494438324394,29.331182106264468,41.37156041383444,44.34155609249573,45.00911598749268,39.85285050123458,14.763799113657386,40.46592068769966,27.219586116543194,36.852884269230444,66.63427379801664,24.57279518057321,33.17508741218122,37.210124975000944,19.830049824941312,0,BENIGN
31.137563618729523,62.470446726813584,50.197484871152895,49.09263978589767,17.585723293223882,16.388347891930636,25.469387239928704,56.590534009317366,50.667249196915755,35.45877283004112,24.33175255291382,66.9323209671478,48.230409851303136,35.983368549149816,27.72085519103945,30.03460464063739,33.098365288481425,38.06352066970252,31.768002670981335,34.75291733408915,42.590461867810205,24.561771880933975,26.598450408968286,30.62045985912496,41.549103127951426,48.33533956471488,23.078208780792238,45.976978681451946,43.30651356105393,15.880673841907079,1,Infiltration
